,driver_id,customer_id,rating
4881,1855188,25154784,0
4884,1714940,33566632,4
4898,1121808,8850476,5
4899,1519008,39037912,5
4922,1139576,28117392,5
4934,1815312,39037912,0
4944,1249664,21163700,5
4946,658704,47072024,5
4965,1675128,51538804,5
4973,1630684,54327196,0
4983,745300,53373028,5
4991,656604,13602020,0
5001,887864,53435496,0
5009,1284984,49783076,0
5014,1122552,45350860,5
5018,1793676,8090136,5
5042,1837332,14857528,5
5080,1493892,44684704,0
5087,1150320,33815632,5
5096,1842304,9668852,5
5115,1719420,54869560,0
5136,1793492,50069004,4
5139,687648,55669256,0
5140,1654732,26725036,0
5163,1870832,8090136,0
5167,884140,16071152,5
5180,1346496,51087340,5
5194,1348028,14128212,5
5205,1847056,13652536,0
5228,1696660,22067484,0
5239,1162804,16776316,0
5257,1793728,20556788,5
5272,1275092,30163424,5
5284,1679808,52279420,5
5296,1271916,22689016,5
5316,1630344,50674628,5
5317,1823684,17903596,4
5319,932940,50946228,0
5321,1808288,53181400,0
5322,1619104,48630520,5
5372,1846932,33086368,0
5393,1441340,38567456,0
5396,1553820,44338392,0
5414,886332,55565276,3
5415,1421228,8850476,5
5436,770888,1201368,5
5439,1615120,28694356,3
5512,1402308,16439316,0
5531,1937816,22971152,5
5534,555272,30982300,5
5555,1163024,20549460,5
5557,1868736,54573472,5
5560,570852,4925916,0
5571,1738644,21356048,0
5573,1846652,50575964,5
5574,1375000,19036836,5
5606,1866292,40079616,5
5632,1855660,12340392,5
5646,1899276,50288972,4
5653,1671232,50886444,0
5657,885324,53511976,5
5659,1680088,37904636,5
5661,752800,12257432,0
5667,1481900,47950808,0
5668,1711484,50602472,0
5692,1883688,56067544,5
5704,1945780,41963412,5
5708,881952,51493420,5
5715,1888400,41340248,0
5721,1327632,33415784,5
5722,1948796,9589956,5
5738,1914988,39013896,5
5756,1480040,40283448,4
5771,1679808,30828968,5
5777,1959308,45373760,1
5784,1935120,36605984,5
5787,1473468,55799480,5
5791,1414040,41092940,5
5792,1741696,57296664,0
5802,1512868,35551132,0
5819,1739012,4688012,5
5820,1599296,56879792,5
5841,1801284,53564924,5
5867,745548,48844148,4
5873,1679708,16503228,0
5913,1724920,39417480,5
5941,1004824,45714836,0
5944,673244,10116828,5
5951,632848,55795284,0
5969,987428,56346000,5
5978,663260,24435456,5
5992,1135260,10116828,0
6008,1476276,54773660,4
6010,1843480,13652536,5
6026,1375000,5461300,5
6062,1740468,14391400,5
6065,1366620,41963412,5
6072,1884876,34961292,5
6096,1726264,30613876,5
6105,749696,21141200,0
6110,565848,18163472,5
6128,1170652,20967464,5
6133,903796,20632140,4
6155,1446612,5916908,5
6168,888536,6152328,5
6212,1715132,28085660,5
6215,1174760,37678652,5
6229,589160,54668736,5
6234,1934912,25148396,5
6273,590892,32891208,5
6274,1816940,9522592,5
6301,681176,5677896,5
6305,1927264,45585492,5
6313,1346824,28906596,5
6336,1863228,16682096,0
6353,1685544,946900,0
6357,1767848,18765088,5
6383,1139548,43984824,5
6385,664364,27767592,5
6426,745300,56025008,1
6488,745508,37429560,5
6492,1952888,11654612,0
6536,950948,57054176,0
6557,758276,50673968,5
6578,699620,37087160,5
6581,1752208,49988324,0
6592,1806936,25243352,0
6599,653436,10008316,5
6606,1776456,675648,5
6627,1846896,44997912,5
6630,1452612,41249840,0
6651,1557124,47853608,5
6700,1161964,45695980,5
6740,1360292,48640752,5
6749,1751380,6795300,5
6760,675560,4877772,4
6761,1614736,34887192,0
6788,1721612,9668852,5
6791,645308,39364024,5
6794,1181716,50193324,5
6813,1867564,53815276,0
6828,1008120,43912904,5
6834,1716020,13827848,5
6844,1899536,26438948,5
6848,1167912,14976312,0
6878,677836,18417120,0
6931,1558144,4688012,5
6933,1394980,52250892,5
6944,1421372,675648,5
6968,595000,40645972,5
6978,648404,37357176,5
6985,1394980,6429868,0
7015,557000,16876288,4
7024,1452592,2466472,5
7031,1713524,32866052,5
7057,1838404,45835856,5
7069,1570728,20615596,5
7091,1644980,20549460,0
7108,1710360,28649064,5
7122,1312932,47726340,0
7125,1892292,14014416,5
7136,1675124,50029016,0
7152,758272,53021136,5
7156,1655120,22100436,5
7168,1919308,47612772,0
7199,590892,17599928,5
7200,1289736,6487312,5
7214,1167908,19658416,5
7216,1734196,31169780,5
7219,1843480,42379368,0
7224,1685048,26130452,1
7232,1793820,52776504,5
7256,1338176,2550568,5
7260,1008152,51105044,5
7280,1383564,43716628,0
7282,1387704,50515672,0
7286,1697960,37563664,5
7307,1135260,7358860,5
7315,1684016,34801724,5
7338,1403132,3414552,5
7353,1348220,16619320,0
7431,893244,20258300,5
7446,1446620,56196588,5
7467,886120,27644248,5
7469,1884480,24394168,5
7497,929744,18534372,5
7502,1883356,15151012,5
7563,1419768,53823392,5
7577,1906772,13474440,0
7587,1900088,49683572,5
7592,1782824,34891028,5
7605,1128012,50069004,5
7633,770888,55833564,5
7682,1766828,18014372,5
7692,678636,39037912,5
7718,1738644,9522592,5
7755,1375848,12920032,5
7764,937936,48629456,5
7776,1908660,45762816,4
7782,1781232,10526360,5
7784,1891808,2592224,5
7786,1823280,13216928,5
7789,1719420,28829692,4
7803,1882164,36655332,0
7813,1854640,56270820,4
7854,1783492,34089648,0
7861,653376,22689016,5
7864,912040,43496704,0
7874,1748160,55565276,5
7879,1817916,56173668,5
7883,1914388,19502328,5
7900,1308684,51616196,5
7903,1898488,23933972,5
7905,1696380,32891208,5
7914,1891148,22971152,4
7916,1655000,50560672,5
7925,658688,53815276,5
7959,1308428,10488296,5
8003,1932072,50122764,5
8014,1766468,22550068,0
8023,1618952,25159368,5
8028,1177040,39988560,5
8040,1720504,49292008,5
8074,1776268,50288972,4
8087,1855660,2258812,5
8094,1893084,30770760,5
8098,1008400,25459176,5
8108,1515204,15259348,5
8116,746092,43929544,5
8127,1167912,29240708,5
8137,1792524,31347544,5
8144,782340,14090380,0
8171,1281532,18510832,5
8182,1122548,49195332,4
8188,1727280,7535528,5
8190,1384460,32891208,5
8195,1740356,28921972,5
8212,1635168,48444756,5
8216,693540,20632140,4
8260,1506296,28027364,5
8272,589120,1139156,5
8275,590892,21406840,5
8297,774244,10843896,4
8303,1892240,33166200,5
8309,1593984,21672532,0
8332,1645216,7487028,5
8347,1825692,18959820,5
8363,1420952,5413188,5
8366,1750844,31946712,4
8368,1862696,14928196,5
8390,703128,21486928,4
8393,627892,14427664,5
8436,1414132,52998756,5
8482,1888716,14928196,4
8485,1890544,47366980,0
8494,1701344,10266468,4
8508,1135332,17040360,0
8528,662668,28252036,5
8536,1691128,27535960,4
8538,660540,3940824,5
8539,1819084,30508944,4
8561,1308292,54327196,5
8575,1716020,46552332,5
8577,1884796,33930764,0
8580,1815748,21816208,0
8588,1158656,56746968,0
8654,1690176,56671116,0
8659,1936844,41483300,5
8684,1846644,21003876,5
8706,520340,50288972,4
8711,1951132,22145284,5
8712,1871176,46682576,5
8724,920932,10329692,5
8753,697640,22471452,5
8803,776220,2091576,5
8806,942784,4430980,0
8812,1845008,14467268,0
8814,1519104,52889548,4
8832,1645536,49590128,5
8847,1476100,55804440,5
8882,1290864,52732612,0
8884,1715596,2612288,0
8885,1425048,7878196,5
8895,681852,53978440,5
8896,1909648,48475456,0
8914,569076,46314628,5
8920,1593888,58681584,0
8926,1598840,33862504,0
8949,1685520,45310840,5
8974,1269152,22689016,5
8976,670608,10950212,0
8984,651908,32866052,0
9006,643916,37274168,5
9011,744688,19857976,5
9043,1776224,11396248,0
9073,1679488,12861052,5
9086,784320,28085660,5
9088,1346824,36625116,5
9094,1312860,46999564,5
9140,1290188,21356048,5
9154,1139576,34350540,0
9160,1335388,28246700,0
9166,1525660,15810092,5
9172,1685688,20854120,5
9184,684392,39356372,5
9191,1732616,21696356,0
9242,1614736,17242120,5
9263,1801352,14928196,5
9273,1781232,7398836,5
9285,1793972,20556788,0
9286,1364864,20556788,5
9316,1654640,54118676,5
9321,987428,43810120,5
9344,1766572,53021136,5
9355,1704660,15612144,5
9364,746160,32338244,0
9367,1811048,28309788,0
9385,1724576,20225096,0
9413,1269140,27329988,5
9426,1150344,3597676,5
9472,1715620,52303108,5
9478,1776452,21003876,5
9495,1696076,47072024,0
9497,1691924,46026616,5
9511,645084,37296592,5
9513,1710840,25299264,1
9543,1181716,32176988,5
9585,684392,8090136,5
9606,697640,21519172,5
9614,1177040,18169604,0
9615,658704,54561000,0
9636,1320916,47765204,5
9688,1418520,51493420,5
9694,1774240,9311628,0
9713,1630124,49202328,1
9755,1932108,54266980,0
9758,1696852,56515156,5
9770,1859476,12861052,5
9772,1932944,40684680,0
9801,1452488,43666608,5
9809,658024,40175224,5
9821,544844,54100188,5
9845,1225060,38282864,0
9848,1713864,55392236,0
9920,1810044,17349932,0
9928,1525660,45964720,0
9958,664248,6169384,5
9971,1845764,22966748,0
9980,697620,13050400,0
9998,1630676,48960684,5
10066,1823820,18789680,4
10071,1301508,18982768,4
10072,1649344,40079616,5
10074,1774288,14261344,0
10103,1410368,50923492,5
10120,556796,30760924,5
10144,658184,12861052,5
10156,1949768,3940824,5
10167,1892056,30760924,5
10183,758532,21751980,0
10190,1380488,11850148,4
10232,1374896,47624916,5
10242,758528,31376696,5
10251,1973232,4710736,5
10258,1871492,50324196,0
10267,1519008,20112516,5
10269,1932752,21219620,5
10308,1884272,14914816,5
10309,1362816,28071092,4
10314,1402204,39681000,0
10329,1765696,43900672,4
10346,1146304,52557760,0
10357,1171196,23317472,5
10366,558780,46951468,5
10392,1899276,30712584,5
10403,954320,15066692,5
10437,1346824,14127120,5
10441,1809592,10636704,5
10453,1798016,57468584,5
10460,1457816,42276552,5
10464,1340080,9484412,0
10465,1387928,46309772,5
10469,1733812,12197868,5
10473,1546192,11589132,5
10484,1976312,11846292,5
10488,651908,9905588,0
10497,1167912,51551344,5
10509,1468716,45425072,5
10528,1285992,30541484,5
10559,1104844,55804440,5
10562,1710552,40645972,5
10588,1793268,37610264,5
10593,1906448,15259348,5
10619,1908260,25477472,5
10629,1170292,14148804,5
10630,1883144,34822000,5
10645,1161964,56158264,4
10668,1915736,26727760,0
10677,1711484,48288688,5
10683,1365736,37678652,5
10718,1654656,46350056,5
10725,886104,17203476,5
10734,1458744,7201656,0
10745,1363008,53490492,5
10753,1407060,33393380,5
10756,1649120,35147516,5
10785,1742124,53782956,0
10802,561784,51512652,5
10819,1362388,6561068,4
10823,937964,28649064,5
10887,763556,18859608,5
10907,608204,39037912,5
10915,1163036,40804524,5
10934,920044,11076052,5
10935,1825940,32874216,5
10956,1696740,17354220,0
10995,1560048,44865004,4
11000,1690804,16473704,5
11006,1843628,53502520,0
11010,1645072,6509260,0
11013,1304644,4667392,0
11017,1644980,30714136,1
11020,1713808,45900580,5
11044,1883628,45240112,5
11095,887920,14459492,5
11105,1348268,56721696,0
11113,1701676,43142700,4
11125,1630676,47086420,5
11190,1269152,38463860,0
11209,939768,51503148,5
11211,1908236,29263612,0
11215,1793720,20853700,5
11219,1724592,29829868,5
11231,1992620,52142012,0
11256,932780,56760592,5
11267,1776368,29829868,0
11278,1440232,23295800,0
11311,886304,35134128,5
11331,1170652,32904812,0
11332,1683416,52804100,5
11338,1379556,47058068,5
11345,1792584,18776828,0
11352,643916,24803628,0
11360,1348792,20632140,5
11381,1458780,49895124,5
11391,1799764,54100188,5
11393,1458328,16821652,5
11421,686472,45964720,0
11423,1452416,7489084,0
11458,1773488,14920428,0
11487,1225052,45629644,0
11522,1246944,35462300,0
11536,1322560,9589956,0
11552,1249664,675648,5
11562,1446268,50863476,5
11580,1818148,26727760,5
11585,939916,14177828,5
11589,1353980,25798280,0
11594,702144,22145284,0
11621,645236,19402024,5
11646,1715620,46439728,5
11656,1481584,30589012,5
11670,1151248,28005136,3
11673,1779688,16767184,5
11675,1402308,27645740,0
11698,974172,20854120,4
11709,1225060,12631296,1
11715,1767080,30907356,5
11730,1489240,40512448,5
11760,1711404,37904636,5
11782,1414100,31475332,5
11802,1162668,22689016,5
11807,1494592,46682576,5
11825,746092,9881944,5
11860,1806936,7861844,5
11877,1751232,43142700,5
11900,619560,38094464,1
11905,1715132,47053964,5
11908,1339608,18173892,0
11911,1605432,50576276,5
11915,1619312,4221260,0
12005,1727816,40645972,5
12008,1174816,22689016,5
12044,591896,51107420,0
12048,1855456,9627544,5
12050,1685032,56282244,1
12057,1481608,14261344,5
12080,1958092,34052060,0
12087,1161696,56471508,5
12097,1847232,55358912,5
12102,1935776,26710496,5
12107,1900056,51829704,5
12114,1868740,57961892,5
12147,1394644,44768684,5
12165,825708,22084172,4
12216,1731120,33205724,5
12234,1171192,53998964,5
12242,1664864,25386748,0
12258,752800,7167640,0
12281,1440252,48444756,5
12288,1312804,2998660,5
12358,625300,35149892,0
12367,1944576,9134564,5
12397,1936588,46170704,5
12435,901356,2250556,5
12439,1991360,4603140,0
12443,1526624,20196264,5
12454,1644716,16691016,0
12463,1550140,53390468,5
12475,1976616,39120152,2
12476,694412,20819372,0
12482,1649656,24848196,5
12502,1004648,33862504,0
12527,1519104,13943084,5
12553,1790260,7556868,0
12555,1135332,26127692,0
12557,1487688,49445464,5
12586,599196,56223972,5
12618,520340,35364284,2
12626,577304,33945360,5
12633,770888,35107208,5
12638,1808056,27170740,0
12674,1403132,38377372,0
12683,1888680,47950808,5
12684,1434896,28853240,5
12758,1796456,50489876,0
12765,588920,44531396,5
12772,1340288,33205724,5
12782,1526096,33860944,5
12790,1469396,27750104,5
12842,1819944,25767796,0
12867,1892904,22299072,0
12913,1008400,32640600,5
12921,1719208,16503228,0
12937,1425340,51105044,5
12940,1808048,11450060,0
12942,1476276,41982016,5
12945,577304,5413188,5
12959,1683728,56811556,5
12975,1790260,50222948,5
12978,1546192,41329852,5
12985,1691156,10526360,0
12993,601040,56089736,5
13002,1691128,57559360,0
13017,1752128,27750104,5
13024,1683440,58004092,5
13030,1446256,34110240,4
13032,1395020,50576276,5
13033,1434896,18015900,5
13046,1713864,19650520,0
13078,614012,53351692,5
13146,1899376,55565276,5
13159,1840336,53815276,5
13177,1630892,49543240,5
13180,1811196,11453656,5
13202,690916,42262856,0
13219,1394968,46047680,0
13252,1322680,13443596,5
13258,1467584,48954656,5
13276,1891148,55395132,5
13299,1865324,10636704,5
13335,1882320,22654036,5
13343,1837148,44213716,5
13384,1869560,55612560,0
13389,1644980,46999564,5
13397,1586212,17616908,5
13401,1308292,54367284,0
13421,1918628,30828968,5
13472,1727696,11850148,4
13493,1436028,24836704,5
13497,1915648,18126304,5
13501,1739056,11589132,5
13505,1720588,56468368,0
13526,1556368,52768172,5
13541,1891480,15680872,5
13550,1908864,13913752,5
13559,1840360,51107420,0
13598,827312,27750104,5
13599,1733572,9898296,5
13622,1452488,53309720,5
13623,974172,55436392,5
13624,1453016,33205724,5
13625,1467872,5475952,5
13637,1406608,49895124,5
13678,1170108,52052284,5
13701,1469580,32904812,0
13714,1162988,52238108,0
13732,1793708,51941080,0
13759,535788,44125164,5
13775,1904460,54547920,5
13781,936788,13555404,5
13785,1851076,20136164,0
13810,1378684,9732780,0
13855,1752144,10969032,5
13884,1694292,40108840,0
13894,1861092,23484092,5
13906,920928,41483300,5
13908,1752128,48472372,5
13909,1740656,48472372,5
13910,1314156,29560052,0
13922,581292,5916908,5
13931,1714640,15680760,5
13935,1570304,50379984,5
13951,1908864,51408692,5
13956,1713864,51488628,5
13997,1506560,50201836,5
14020,1630096,11253588,0
14037,1799764,18429852,5
14084,1842448,43984824,5
14090,1776268,51260884,5
14134,1246948,35535932,5
14149,1810308,22971152,5
14154,1937188,32919804,5
14184,1710552,44527756,5
14215,1792528,25114768,5
14221,745864,49864088,1
14233,1008124,18939960,1
14237,1750340,56471508,5
14239,1892204,14261344,0
14241,1724920,57909052,4
14263,1711484,31057784,5
14277,1837148,19143380,5
14304,1892292,57609292,5
14310,1957980,56277400,0
14327,790968,25556780,0
14336,1294832,48628288,5
14348,1815312,18930100,0
14361,1995400,58181712,0
14362,1285988,50575964,0
14363,1660276,15259348,5
14388,1993060,11047900,4
14396,1451748,33568920,4
14402,933072,10963620,5
14432,1793704,56908776,1
14470,1469396,48285328,0
14503,1794480,11251588,5
14544,1405780,14889552,0
14547,1614716,13220644,4
14562,1167952,51446900,0
14568,1761208,56636024,0
14612,628836,40175224,5
14616,1840356,17501256,0
14636,1934900,39381584,0
14651,1630348,50576276,5
14669,1790260,57792256,5
14670,1983468,17599928,3
14678,1271916,28035128,5
14715,974172,13216928,0
14723,1446612,27421728,4
14732,1765908,33945360,5
14735,903796,49541252,5
14753,1682184,26025272,0
14786,1682220,2380276,4
14810,1630692,44345496,5
14863,1487688,28751936,0
14864,1685228,54520412,0
14865,1871108,35213120,0
14867,1847788,52989400,5
14871,662668,5345156,5
14884,1818168,41281112,5
14888,1696464,41201412,5
14909,1291008,21798156,5
14912,920044,24848196,0
14917,1899640,11091300,5
14918,1688820,22471452,5
14930,1823280,32205116,0
15019,1733396,18126304,5
15033,1290712,49394792,0
15038,1716020,55475728,0
15059,1885192,57195020,5
15073,1414040,54869560,5
15079,1181696,56500616,5
15087,1308432,45034920,5
15139,1945784,47741892,0
15181,1941908,4495632,5
15184,1435264,29667444,5
15185,1720796,54362840,0
15204,1130548,39410500,5
15226,548208,57057232,0
15236,1933096,56379096,0
15238,1327148,50204660,0
15253,1741552,54655980,5
15254,1885188,57041796,4
15255,591068,37904636,5
15271,1697872,25308396,5
15274,1174764,39968268,0
15287,1692364,46337980,0
15311,1750844,27600116,0
15340,1710360,31895256,5
15363,1739056,52939124,3
15390,1738360,30441628,0
15414,1308080,44095556,0
15422,691412,22098416,0
15438,753016,30541484,5
15442,643916,14177828,0
15447,1684256,49391196,4
15458,1468360,35147516,0
15496,987548,15771156,0
15509,1918628,57296664,5
15527,1938096,51551344,5
15545,903204,20760000,5
15549,1594836,32891208,5
15583,590840,39671260,4
15586,885592,18949096,0
15621,1515424,37575280,5
15622,684072,52757156,4
15627,1957752,38547432,5
15638,1881928,27169304,5
15639,1128036,24110156,5
15648,1941752,32640600,5
15653,1545024,25696356,0
15673,1952888,57327652,4
15693,1711484,32939848,5
15715,1863872,45422976,0
15718,1563692,23635188,5
15723,1898616,43425824,5
15734,947756,3244008,0
15739,1908236,52279420,5
15741,1599296,24125968,5
15745,1163024,47321072,5
15766,1908872,13809532,5
15788,1847484,58047844,5
15804,1472976,57284936,5
15827,650380,54368372,5
15846,1861352,18429852,5
15911,1888400,5776768,5
15917,663228,6489028,5
15923,1618804,56305852,5
15925,1130544,27750104,5
15926,1900044,14928196,3
15978,1869808,41134968,5
15990,1790284,25808584,5
15999,939916,46283664,0
16027,1618884,9823560,4
16034,1644852,10721708,0
16095,1246844,15612144,0
16118,1862996,45351772,5
16130,1170156,51514336,0
16138,746160,17155136,5
16140,520340,31329644,0
16163,1225060,675648,5
16167,1301392,15037640,5
16185,1170544,44712448,0
16203,620388,21047876,0
16209,1292552,4009964,5
16218,1783516,14177828,5
16226,525212,29263612,5
16247,1181300,24919476,5
16315,774296,6160044,5
16323,1701676,47366980,4
16345,1375868,16546532,0
16361,1809520,50560672,4
16366,1635436,28187532,0
16368,1375160,13943084,5
16369,1360244,26278992,5
16383,774196,24848196,0
16386,1249252,40747148,5
16416,581292,8571504,0
16424,617464,30995976,1
16471,1493804,4329460,5
16500,916468,19945020,0
16565,1751100,11939044,5
16609,645300,46751660,1
16612,1776536,53021136,5
16616,1130548,16398160,0
16618,1141052,54766212,0
