,driver_id,customer_id,rating
215950,1881928,35436784,5
215988,1665556,52768172,5
216006,1891492,14928196,4
216012,1899420,40624180,0
216020,1726968,21751980,5
216040,1861352,36005092,5
216084,1506128,35147516,5
216097,1599368,21703596,0
216139,1452276,57190820,0
216144,1635792,56522988,0
216148,1751100,44605580,0
216205,1794368,49195332,0
216209,1982104,51335556,0
216225,920992,15810092,5
216227,1862588,33089124,5
216232,1761048,675648,5
216233,1975800,15775292,5
216244,1935540,50122764,5
216246,1793476,46448104,4
216252,1328520,34887192,4
216257,1348360,18930100,4
216266,1512832,43142700,4
216272,1519008,52378624,1
216308,1762504,3632520,0
216311,603300,15854688,5
216337,1953944,39963024,4
216341,1375868,37248252,5
216342,697636,46899916,5
216347,1527772,40079616,5
216353,1308420,8850476,5
216375,1701560,58047844,5
216379,1761196,48628288,5
216390,1983340,7487028,0
216413,1553820,47366980,5
216419,777108,50576276,5
216431,1271916,25808584,5
216436,1645512,32554888,4
216445,1779496,58214148,5
216454,1898376,43853492,5
216480,1146592,18364836,5
216490,1525200,55836316,0
216510,1312932,26970776,5
216529,1840352,49911424,0
216536,1173220,12881656,5
216557,1842304,44048956,0
216567,1635792,13834040,4
216577,1810316,51291352,0
216585,1405780,56813772,5
216592,1891020,25183880,5
216598,1645072,48640752,5
216602,1664932,16187972,5
216641,645236,41134968,5
216646,1740052,55565276,5
216656,1336656,13617648,0
216676,1724680,10269040,5
216682,1394472,46682576,0
216686,1453412,10526360,5
216691,899944,46154168,3
216697,1314812,53021136,5
216719,1384932,35765052,5
216727,1702088,20745828,5
216757,1308076,22471452,5
216775,1506300,7003316,4
216809,754212,14177828,5
216836,1703648,46951468,0
216845,1776536,15775292,5
216880,627556,43051200,5
216921,827276,20428548,5
216950,1916356,42367936,5
216969,1314044,36625116,5
216998,1773356,33932624,5
217010,686516,22971152,0
217016,1654808,50581960,0
217022,1768456,46249736,5
217049,1454988,47192680,5
217050,1733812,29885004,0
217089,1819912,47072024,5
217094,1908528,46170704,0
217101,1752192,40283448,4
217106,1630088,45695980,5
217109,1710552,14928196,5
217118,752876,8307716,5
217152,1863028,22256072,1
217165,1884540,37010320,5
217173,1696628,38861832,0
217202,1526124,10598144,5
217218,1815312,45879496,5
217222,1316480,9355520,1
217260,1697924,25347604,0
217275,1363008,45833664,5
217276,1710840,13759024,4
217289,1733396,22566580,5
217320,1660792,16753736,0
217325,1773356,19658416,5
217331,1468360,28649064,5
217332,1714004,56624020,5
217341,1489240,23295800,5
217343,1919128,44531396,5
217349,656888,29649968,5
217350,825440,18979992,5
217361,1692176,54325580,0
217398,1306108,46325248,5
217433,1849688,52228216,5
217474,1871896,32432580,5
217476,1435064,54577080,4
217484,1376380,21572524,5
217488,1753028,49864088,0
217502,1326000,29484100,5
217533,1459236,47409308,5
217548,965956,33652960,5
217597,1719716,33004128,5
217622,758804,27947768,5
217633,1312428,32537132,4
217651,1890436,4469972,0
217652,1215064,55701816,5
217654,1719592,5229532,5
217655,872460,34306548,5
217661,1589632,11699964,5
217662,1849664,47554648,5
217663,1589632,34192252,5
217681,1441720,37661752,5
217685,1741476,15140328,5
217697,1849664,46741844,5
217711,1632568,55047968,0
217719,1727320,34321548,5
217732,1632592,25134608,4
217765,1632604,27947768,5
217775,1849668,47109328,0
217776,1810204,43930704,5
217782,1849644,32955848,5
217803,1459416,45114660,5
217823,1482440,48405904,3
217827,1871872,39365220,5
217844,1376112,51682300,5
217856,1632604,53540752,0
217861,1810332,37368700,5
217875,1741492,56492380,5
217922,1936172,47692056,5
217942,1025416,29928492,0
217954,1376380,43094516,0
217984,1741208,54637644,5
218001,1719620,4359056,5
218014,1696408,52757104,5
218081,1929928,34528204,5
218094,1950372,46160944,0
218097,1793900,40332452,5
218099,1719716,24635904,5
218111,1950380,36357352,5
218157,1236940,56908776,5
218158,1929988,31458576,0
218178,1911804,30231832,4
218184,1325960,18852504,0
218210,1678940,23600596,0
218231,1719592,46741844,2
218277,1025660,54781000,5
218284,1790900,47635608,5
218293,1719620,39531452,5
218318,1702544,45135540,5
218327,1719620,55025832,5
218340,1701380,53907440,0
218362,1376380,43930704,0
218365,1950092,54166816,5
218379,1871600,55721172,3
218410,1793892,39365220,5
218411,1741476,30995976,5
218415,1589620,30073904,5
218419,1025416,36759416,5
218424,1871796,50782668,0
218427,1482636,55371352,5
218439,1790908,23981732,5
218440,1890116,19454928,0
218441,1935876,57459456,0
218442,1768348,56633592,0
218453,1134000,57520320,5
218455,1134000,42404472,5
218460,1849608,46962196,5
218461,1421076,5229532,0
218471,1478164,33652960,5
218480,1753024,51710492,5
218482,1849620,54121912,5
218494,1719592,43494224,5
218510,930440,34067676,5
218513,1829720,51189076,5
218528,1696548,21572524,1
218544,951232,35252940,0
218559,1553152,55047300,4
218561,1236940,24858112,5
218571,1553180,16354208,5
218572,1871872,24957684,5
218578,1936748,56633592,0
218579,980072,44357836,5
218592,1696548,33635600,5
218593,1255256,55306160,5
218605,1701380,46741844,5
218619,1482764,1108636,5
218623,1719620,33851628,5
218629,1216080,43557816,0
218635,980084,50896588,5
218638,1189324,25296576,5
218641,1191600,35252940,1
218643,1890968,34067676,0
218646,1553192,51269752,5
218659,1741208,37485168,2
218661,1810328,56076572,5
218670,1871772,57839200,0
218685,1849644,52757104,5
218706,1255244,23262580,5
218753,1810304,32432580,0
218756,1701380,35128848,5
218760,1911780,32955848,5
218768,1890116,55011700,5
218775,1311128,23602996,0
218797,1005076,21306732,0
218808,1216048,50896588,0
218841,1741476,33851628,5
218850,917272,45135540,0
218859,1911656,37485168,4
218865,1521000,49198332,5
218868,1441716,24858112,5
218878,1871888,6378748,5
218880,859636,33712660,0
218890,1653556,21572524,5
218893,859636,43074880,0
218923,1421240,50896588,5
218927,1935704,39365220,5
218930,1790932,13033160,5
218941,1810328,27923532,0
218960,1459236,39390156,0
218995,1809876,33652960,5
219000,1871888,33652960,5
219026,1589616,33652960,5
219053,1236620,55130152,0
219057,1842288,49650256,5
219061,1242168,52623596,4
219063,1308480,56052164,5
219069,1231784,47085636,0
219084,1842288,34205136,4
219093,1720360,25906232,5
219128,1829592,28437892,5
219130,1236940,58556392,5
219143,1935704,50782668,5
219145,1741476,25261808,0
219150,1982656,42404472,5
219160,1482764,24635904,5
219174,1810212,51098800,0
219179,1871588,17400496,0
219181,1701608,28382688,5
219195,1589620,24276120,5
219196,1632600,23602996,5
219212,1871772,55531472,0
219225,1240480,22408108,4
219263,1553168,52791136,0
219293,1871888,41072116,0
219294,1741476,53835792,2
219300,1935884,53147364,5
219365,965956,54094600,0
219366,1768488,55611228,5
219421,1790976,31104908,5
219425,1240508,19454928,0
219440,1553196,28117472,5
219480,1829192,25184740,5
219484,1376376,18852504,4
219485,1809876,21572524,1
219526,1311080,27672748,0
219530,1589620,53326056,5
219531,1719456,47104644,0
219537,951232,11699964,5
219539,1311096,6378748,5
219564,1325960,34733756,5
219570,1753276,47513936,4
219578,1589632,52791136,5
219589,1719592,46805392,1
219596,1753028,30252628,5
219611,1189292,45622600,5
219645,1950344,29293008,5
219650,1632588,45114660,0
219659,1849592,30995976,5
219672,1632604,15140328,4
219678,1696744,49590128,5
219682,1950380,33652960,0
219683,980072,35896556,5
219689,1768488,47182864,0
219715,1632600,53301544,5
219740,1829184,52228948,5
219763,1935876,8600456,4
219764,1520884,23662440,0
219782,1701584,50501984,5
219784,1849676,52840560,5
219786,1719592,27970976,5
219824,1793888,53301544,5
219837,1701380,55531472,4
219870,1935900,24635904,5
219879,1553192,23800464,5
219898,1741228,56329984,5
219928,1719628,53540752,5
219937,1632604,53540752,5
219952,1982648,20985496,0
219973,1974284,30376448,0
219982,1189364,48362184,5
219983,1326000,23262580,5
219988,1890296,20571044,5
220000,1719456,30582480,5
220019,1702168,45114660,5
220030,1849592,43563540,4
220070,1311096,5805968,5
220085,872460,47265668,0
220088,1871888,22940604,5
220089,1134000,25159368,5
220090,1810184,17581156,4
220096,1255244,21575684,0
220103,1974284,54329748,5
220122,1829608,21572524,5
220133,1255128,18943284,0
220158,1741528,46324536,0
220179,1701380,44453304,0
220204,1809872,41844108,5
220223,1326168,47945312,0
220225,1311800,55306160,5
220229,1849632,51688192,0
220232,1441720,54781000,5
220236,1727320,53458436,5
220260,872460,51330068,5
220265,1255128,54389800,0
220268,1753276,50782668,5
220276,1025660,30605820,4
220283,1871784,1108636,5
220291,1727304,47802692,0
220314,1809884,30995976,0
220322,1719628,52438172,5
220327,980068,33635600,5
220336,1376112,29341364,4
220352,1768312,39365220,5
220368,1911772,33652960,5
220382,1911780,50571616,0
220384,1421076,28477948,0
220452,1553180,22545172,5
220462,1741216,47980016,5
220476,1696472,46776456,0
220478,1849640,36811200,5
220490,1701912,40624180,5
220502,1810184,46776456,5
220506,1911672,53187820,5
220543,1696384,52998756,5
220551,1890664,44210748,0
220567,1702544,55572452,0
220579,1829604,30582480,5
220580,1482456,41699644,0
220585,1719628,52438172,5
220596,1753068,39365220,5
220602,1696548,53781876,5
220605,1719572,12029128,5
220610,1890968,24205824,0
220611,1701380,53517716,0
220640,1829184,46102092,0
220658,1753276,53856048,0
220667,1696408,50640424,5
220677,1790900,26748100,0
220681,1589632,30073904,5
220709,1761060,51710492,5
220724,1753024,49864088,3
220728,1719592,44486252,5
220741,1810204,53458436,5
220747,1871772,55849676,5
220753,1810328,53675488,0
220769,1829596,13033160,5
220785,1589620,49737084,5
220803,1935924,22360724,5
220805,1929988,50640424,5
220819,1794072,25906232,5
220828,821716,55849676,5
220834,872460,25004028,5
220864,1482764,53301544,5
220880,1890116,42745172,5
220884,1482764,22314376,4
220894,1240508,45114660,5
220915,1478164,39365220,5
220917,1790988,53540752,5
220920,1701380,47109328,0
220933,1950344,33505880,0
220961,1727304,18044852,5
220976,1890136,22206580,4
220994,1761076,23810100,0
221004,1632588,22994908,0
221011,1189324,25296576,5
221017,1727304,57005240,5
221022,1441720,54300184,5
221033,1761076,34145396,0
221036,1482356,52988440,0
221046,1911796,45135540,0
221057,1216080,29293008,5
221073,1935912,24659268,5
221089,1768312,47418772,5
221101,830044,30418692,0
221117,1829192,47104644,0
221133,1421284,53675488,5
221141,1189292,5229532,5
221157,1727304,18336484,5
221158,1829184,17194168,5
221160,1790984,40743524,5
221172,1701340,49923452,0
221183,1849592,37368700,5
221190,1701340,37331396,0
221222,1741492,50689668,5
221224,1849644,48877240,5
221226,1890116,19006340,5
221246,1240404,29293008,0
221259,1809884,46375956,5
221280,1553180,4462532,5
221297,1506832,51090352,0
221316,1719620,34015804,5
221324,1753068,53540752,5
221330,1849608,53220036,0
221336,1719696,53540752,5
221350,1950344,56314264,5
221352,1982548,38301660,5
221361,1459528,23810100,0
221363,1790900,38458204,0
221376,887780,52836336,5
221386,1761060,33851628,5
221387,1255244,39365220,5
221394,1553200,50896588,0
221395,1974172,34528204,5
221405,1890136,24635904,5
221411,1741312,38301660,5
221422,1753068,50640424,5
221424,1974208,30073904,5
221451,1935852,53458436,5
221458,1982656,45114660,0
221461,1950160,37368700,0
221465,1935692,47004344,5
221466,1482764,58644124,5
221488,1810304,47802692,5
221505,1435064,54166816,5
221516,1421092,32580060,5
221518,1753008,46962196,0
221543,1890132,25159368,5
221557,1553168,43867720,0
221565,1810304,33526656,0
221579,1240536,23981732,5
221580,1790976,41844108,0
221597,1311128,49033000,0
221601,1810184,54637644,5
221607,1790900,38458204,0
221632,1849688,54781000,5
221653,1950144,30231832,0
221664,1861128,28437892,0
221668,887780,55616236,0
221671,1189364,50738548,5
221673,1741484,47554648,0
221693,1255256,36590648,5
221709,1025416,49005880,0
221721,1421092,30073904,5
221724,1809880,44242632,5
221736,951232,11699964,0
221743,1768336,47692056,5
221748,1719792,52901184,0
221770,1506680,18578216,5
221776,1890284,43995400,0
221786,1989560,47054704,5
221808,1989628,50640424,5
221876,1950380,51254208,5
221878,1790908,30073904,5
221882,1255176,47104644,0
221884,980072,3068248,0
221885,1741492,54568984,5
221901,1025660,23981732,5
221904,1632604,22516036,5
221946,1741424,46962196,5
221956,1025632,862860,5
221959,1790980,44357836,3
221964,1829716,57983912,0
221974,1719456,18578216,5
221982,1935832,55011032,5
221996,1589616,22360724,5
222016,1189352,19402024,5
222036,1189328,16354208,5
222049,1189352,55217628,5
222055,1719456,55025832,0
222075,1849668,54906584,5
222085,1255244,28372700,5
222113,980072,22994908,5
222122,1753028,44486252,5
222127,1719776,25261808,5
222142,1793888,24635904,5
222147,1741528,34067676,5
222150,776792,24780264,0
222152,849548,34010984,0
222155,1696384,47409308,0
222189,1768312,36871536,4
222204,980068,57055324,0
222214,1719628,40928100,0
222215,1871772,23262580,5
222217,830044,42592040,5
222239,1989844,58302304,0
222240,1810204,24171716,4
222253,1255244,43367568,5
222282,1753024,28834368,4
222308,1719456,46449852,5
222329,917272,51254208,5
222334,1520984,43867720,5
222345,1147196,23600708,5
222346,1147300,50523356,0
222352,1810184,25195288,4
222381,1376136,55371352,0
222384,1753016,52757104,5
222404,1311096,47109328,5
222405,1005088,22206580,5
222409,959432,40583988,0
222433,1696472,15140328,4
222437,1189364,55011700,5
222446,1521304,33652960,5
222455,1829604,37130144,0
222457,1753028,49324436,5
222460,1719776,22994908,0
222516,1719696,48340080,5
222553,1653700,50782668,0
222574,1890276,54839636,0
222581,1950152,27947768,5
222583,1189364,50501984,5
222585,1950344,28477948,4
222589,1810332,54839636,0
222608,1974224,16354208,5
222610,1701912,48726068,4
222624,1849676,44242632,5
222631,1810344,31714532,0
222677,1719572,37252988,5
222699,1719620,54906584,0
222711,1255096,38154272,0
222734,1753068,55011700,5
222753,1589616,55721172,5
222776,1719716,54329748,0
222796,1701340,52202988,5
222801,965920,48473692,0
222815,1911804,44636976,4
222821,1890324,47554648,5
222822,1589616,48751896,5
222826,1810184,15140328,5
222833,1459528,50896588,3
222835,1790908,36357352,5
222844,1121812,22654036,5
222850,1146592,53933592,5
222867,1347936,12074960,0
222871,1458328,26093508,5
222873,1300424,17409544,5
222898,1290176,45038720,5
222902,591896,37368900,5
222921,1395020,57019836,0
222940,1697312,48628280,5
222950,749168,17903596,4
222961,1630892,5373484,5
222964,1741400,39364024,5
222974,1862588,47321072,5
222978,1720792,33911872,5
222996,1909668,56563836,5
223009,1883292,43099964,5
223044,1714768,21003876,0
223054,1375000,13925960,0
223056,903604,22689016,5
223077,937932,6489028,0
223085,1219100,57876620,5
223108,1836648,42426920,5
223115,1161696,33491856,5
223190,1407420,53963428,5
223202,1884520,17903596,5
223211,1935168,53576172,5
223212,1410652,43129564,1
223214,643800,35670244,4
223218,827080,5941432,5
223224,563524,21703596,5
223256,1810308,23170884,5
223275,1765736,43176648,5
223278,1458296,26846732,5
223281,1340808,50673968,5
223294,1405820,24848196,0
223299,673208,27622024,0
223344,1387704,57332764,5
223374,1452420,51512652,0
223395,1720672,13948780,5
223399,1387752,32554888,4
223407,1469396,58209272,0
223427,1956988,2091576,0
223443,1375008,57190544,5
223448,1367396,4654140,5
223457,779248,5189900,5
223465,1446384,57515468,0
223473,1854900,19658416,5
223491,1323068,30605820,5
223495,1374896,18602680,5
223498,1008124,6644008,5
223503,1281408,47100900,3
223505,1906772,2258812,5
223535,1732120,11010648,5
223544,1171196,19249760,0
223561,1929476,24323392,5
223588,1271696,4368120,0
223599,1900436,52712452,5
223656,1645100,33166200,5
223686,1315044,8440492,5
223706,1150344,52673096,5
223717,1846020,45750020,5
223727,1851844,34136176,5
223746,1846844,55804440,5
223767,1842468,50493344,5
223790,645300,24718516,0
223792,825928,45158536,5
223810,1664844,31475332,5
223812,1868656,15898684,5
223825,581292,39268744,5
223828,1734980,11491080,5
223837,1649444,29240708,5
223852,1405820,6296936,5
223864,1846912,40059104,3
223877,1915828,4009964,5
223887,1868748,33533020,0
223888,1917240,17409544,5
223910,684008,53711524,0
223941,675288,5677896,5
223943,1341116,53157640,0
223947,1545792,53174232,5
223953,1615300,10598144,5
223968,1932724,43984824,5
223977,1793472,32916268,5
224000,1713712,50679684,5
224007,1685032,41206128,5
224020,1794000,31475332,5
224024,827216,9881944,5
224041,1271916,27275876,5
224045,789368,43716628,5
224058,1301384,18225704,0
224065,1375160,35614936,5
224094,1724680,15705340,5
224147,1854556,52939124,5
224158,1413836,4877772,0
224170,1716016,57105392,0
224203,1177068,7358860,5
224214,1838952,6487312,5
224219,1263212,30770760,5
224222,1766520,24037644,0
224223,684472,56637484,0
224253,693540,16994928,4
224261,1819556,49415156,4
224264,1162668,41890116,0
224265,1336656,39811264,5
224310,1130548,53117080,3
224319,1348284,44125164,0
224327,1436608,41329852,0
224360,1322392,52658260,5
224395,1249664,11032540,5
224403,1384256,22085748,0
224457,1788744,49850764,0
224469,1852612,21576264,5
224473,1331616,49292008,0
224488,1883356,44420056,0
224512,1843480,38247984,5
224531,1750376,18776828,0
224544,1705628,12544504,5
224546,1851092,55484380,0
224547,1487688,15569424,0
224589,1692108,3940824,5
224598,1916376,27653676,0
224635,1775860,6871652,5
224645,1847308,11253588,5
224671,1793976,4688012,5
224699,1353940,51251696,5
224715,1618884,51660688,5
224718,1794368,5169536,5
224721,1897508,9314696,5
224732,1899924,43912904,5
224734,1751252,7894456,5
224735,1174772,56500616,5
224736,1458744,1701108,0
224789,632848,12981264,5
224823,929852,36625116,5
224830,1290176,4578064,5
224856,1752932,13555404,5
224868,1850840,3596484,4
224869,625300,52141304,5
224889,1275092,10485556,5
224892,1348620,55002040,5
224916,1374896,52557188,5
224930,623040,31376696,5
224968,1635208,34905068,5
224969,1776548,55508368,5
224989,1808048,43236168,4
224995,1752208,56973484,5
224997,1932724,49522756,0
225014,789368,19635900,0
225023,1262608,41346060,0
225048,1815956,56096872,5
225049,1161964,56522988,5
225061,1897560,37732084,5
225074,1766828,12544504,5
225077,920992,53431356,4
225079,1586520,12920032,5
225089,1868740,48695636,0
225102,1757556,14866744,5
225115,1170156,20854120,5
225118,603300,20540564,5
225124,1185248,33932624,5
225129,1384460,51087340,5
225138,1850792,29761100,0
225189,1435972,54325580,0
225193,1171192,26438948,5
225200,1440332,21923928,5
225238,1919152,4221260,0
225259,1704984,15771156,0
225277,1439212,30653512,5
225299,1518972,21519172,5
225305,1847232,16651932,5
225337,1425232,45532728,5
225339,1863228,9823560,0
225358,586172,15259348,5
225369,1335328,50629120,0
225406,1435784,5670540,5
225409,1700284,17727056,4
225419,1838948,49383088,5
225423,1720768,32539728,0
225498,1793896,33652960,5
225501,1884796,27727716,5
225504,1775772,8971204,5
225505,1904460,47692056,5
225511,1936844,51276616,0
225554,1917240,42908972,0
225556,1705200,14340040,0
225569,1860076,27530384,4
225595,1868656,51105044,5
225615,749296,56388244,0
225626,1808040,17199056,0
225644,758424,51499100,0
225672,1550344,41134968,0
225702,1954068,6451680,5
225713,933632,25477472,5
225724,1816124,51553956,5
225733,903388,2250556,5
225810,1630892,18401232,5
225818,1441640,37678652,5
225832,1758060,53355956,5
225857,1409040,25148396,5
225887,1586520,20646488,5
225902,1525992,32952128,0
225972,664248,40175224,5
225977,1793724,34136176,5
225990,1692060,20190376,0
225995,1526468,7358860,5
225997,1379276,52804100,5
226010,1715596,33930764,4
226022,1808044,34961292,5
226024,1710792,42663472,4
226042,1721240,42239908,4
226069,1713808,12145500,0
226074,1792204,22471452,5
226079,642412,32891208,5
226084,1884364,53502520,0
226086,1557424,9951896,5
226127,1301384,16901408,3
226129,1685220,53398360,5
226252,749208,25814920,0
226288,1930316,57105392,5
226296,777232,57083000,2
226297,1883468,20060924,5
226304,1161964,13362568,4
226306,1788792,16616484,0
226324,1438796,51276616,5
226338,1935120,47259616,5
226357,1884856,53856500,5
226368,1868232,46661536,0
226388,1414132,16354208,5
226393,610828,6451680,5
226405,1793704,51432908,5
226407,1891824,18878204,5
226412,1713808,40645972,5
226428,1546192,22346108,1
226436,1726664,10850552,5
226450,748644,47975944,5
226459,1891168,54911452,5
226478,887864,55502020,5
226479,1898404,43666608,4
226542,1162592,50942332,5
226567,777108,49040740,0
226568,1278864,49067924,5
226588,1792308,33123528,0
226604,1405788,10232188,5
226646,1435224,5289884,0
226662,974188,46999564,5
226670,1246820,21798156,5
226673,1757556,51543288,5
226675,1177028,38780176,4
226723,1170108,45306380,0
226735,1775800,47233756,0
226739,1625260,43124092,4
226746,1740656,7535528,5
226755,749696,15932256,5
226776,745960,19319776,5
226787,748644,9932892,4
226788,694468,49195332,4
226805,664248,37126696,5
226812,1412860,53373028,5
226829,1660528,25392524,0
226919,1654808,38531544,5
226922,1701344,14482508,5
226946,1315044,12725676,5
227023,1473864,45425072,5
227034,822012,20270356,0
227039,660540,28163704,5
227064,652364,51094552,5
227098,1713712,18534372,4
227133,1441640,17135420,0
227137,1694280,28731336,0
227138,555484,30892992,5
227146,1809772,16546532,5
227182,1794480,47621948,2
227191,900444,17516824,5
227225,1704640,22084172,4
227244,1685484,44077244,0
227263,1515204,6935044,5
227271,1783508,27421728,0
227283,1440268,11865072,5
227293,1630892,6315416,0
227295,1741176,33932624,5
227298,1388128,5032728,0
227303,702144,5863760,5
227308,1645536,5419972,5
227330,1181716,20632140,4
227348,693476,55246756,4
227355,1931744,57416476,5
227356,1868620,56101872,3
227361,1526404,51276616,0
227362,1388456,41705016,5
227376,1727784,22222496,5
227378,1979012,37429560,5
227379,1473400,52279420,5
227388,1720672,37774328,4
227391,1147036,19321456,0
227394,905612,42276552,0
227405,1774240,17837228,0
227438,1933096,45416388,3
227449,1823820,53174232,5
227472,1881536,6169384,5
227506,1865668,25122296,0
227521,1768456,56595960,5
227522,790272,6487312,5
227525,1714628,14090380,0
227551,1375000,51178900,4
227579,658184,54100188,0
227600,1290168,52585672,0
227617,1563760,18067396,5
227629,693580,36557056,0
227634,1793728,21049916,4
227640,886120,43223584,5
227643,1506032,54401668,5
227648,1323200,48082688,0
227651,1181732,11047900,0
227656,1720332,52939124,5
227664,1868748,52306584,5
227667,1810308,18088376,4
227678,1139576,4387532,0
227684,1353940,38889016,5
227691,1782824,16187972,5
227757,1837140,5472888,5
227761,1336816,57021352,5
227765,1997136,28798372,5
227787,771084,22973140,5
227813,1945780,46309772,5
227814,1711484,30709560,5
227816,1644716,52889548,3
227823,1452488,9668852,5
227826,1774300,20235288,5
227830,1869424,11076052,5
227838,1161964,26093508,5
227851,1927264,58108960,0
227861,1972428,18007796,0
227866,1932108,52804100,5
227872,1980756,56268216,5
227884,673208,28085660,5
227895,645156,27975884,0
227937,1339232,23460640,0
227990,1618664,15259348,5
228007,1272092,14866744,5
228015,899920,53352692,5
228037,903064,51151896,5
228054,1316480,17599928,0
228059,686604,32502892,0
228070,1285988,24965008,5
228076,1797836,22222496,5
228080,1726968,28027364,5
228081,1494532,22317696,0
228089,1765724,50533156,3
228118,1700284,21914944,0
228130,1979416,3094288,5
228137,1808064,18003004,5
228146,1898488,7207408,0
228151,686472,16691016,0
228166,1410652,57909148,5
228170,1557440,28184536,0
228172,1625260,47961448,5
228179,1619088,17349932,5
228181,1869872,46551300,5
228203,1367196,39464540,5
228210,1747456,15259348,5
228233,1836572,54911452,5
228234,1685544,22394336,0
228243,1435784,595616,5
228252,1932952,51503148,0
228271,1931752,10961428,4
228286,1799764,39037912,5
228290,1683636,15499124,5
228297,1683776,57609292,5
228306,1181716,47544840,5
228312,1593888,5371860,0
228330,749232,25036080,5
228340,1435496,18959544,5
228347,770900,27444384,5
228388,1645072,41963412,5
228390,1337440,11865072,5
228397,1752128,19426460,5
228439,1387692,13220644,5
228458,1740468,16871256,0
228493,1563592,31415140,0
228504,1825940,14531168,5
228507,1715620,44845912,0
228512,630568,8573208,5
228519,1882144,56484920,0
228535,1710552,18959544,5
228546,1776092,22240760,0
228547,1494352,24848196,0
228591,625300,15810092,5
228602,1614764,52375320,5
228654,509300,12340392,5
228685,1932064,24836704,0
228704,1262696,13857008,5
228709,1817916,55061524,0
228724,1289936,6065708,4
228735,1425192,47612772,5
228768,699576,29131876,0
228775,1665612,25714220,0
228776,1763892,48486372,5
228787,1858820,10855012,0
228790,1615300,38253284,5
228797,1644980,8090136,5
228805,1789144,51543288,4
228816,1225032,22484176,4
228839,1420232,44988936,5
228846,1959920,10646480,0
228849,1816156,31720048,5
228859,1881796,12313256,0
228861,1944000,54122564,0
228865,1473240,25183880,5
228906,1619312,18878204,5
228917,567392,21141200,5
228922,1781460,30163424,0
228933,1697960,55705452,5
228943,1863872,18982768,4
228945,1162672,21903388,0
228964,1868288,21751980,4
228966,1262608,41483300,5
228976,1727692,31376696,0
228999,1871424,47200432,0
229011,955552,30760924,5
229014,1838344,20919844,5
229024,1506276,23709888,0
229047,1836908,55470812,5
229064,651908,39273688,5
229095,653376,47246960,5
229118,782340,45203872,5
229123,884140,54655980,5
229140,1128012,49900728,0
229144,565960,16682096,0
229192,1379556,50157128,0
229196,1738796,27230704,5
229197,554340,25036196,0
229215,1333340,56320776,5
229217,1774360,10865284,0
229244,1353960,15271308,0
229274,744672,22250588,5
229304,745300,54469784,0
229319,1956652,48922556,5
229332,1170544,13344168,0
229406,1304792,54869560,5
229432,1959308,53550156,4
229488,1660276,55725592,5
229521,1336472,32554888,4
229524,1440368,17132440,0
229526,1789328,43099964,0
229534,1774300,50024032,0
229572,1365340,18094500,0
229575,1618900,47950808,0
229587,1322688,35765052,0
229607,1304488,17599928,5
229620,1816156,43119072,5
229658,881952,7535528,5
229662,1823060,38134628,5
229672,703100,5520052,0
229724,583648,16398160,5
229736,1468152,27295600,0
229743,1685216,27970084,5
229772,1493876,42440608,5
229775,1696076,34713360,5
229776,1550312,5863760,5
229781,699408,18832696,0
229790,684472,45177268,5
229810,1645100,51778684,5
229838,686604,45629644,5
229872,1712152,38861832,0
229888,1823140,41531924,4
229934,1004648,3459964,1
229948,885320,30541484,5
229962,1314020,14928196,3
229963,1713524,9798440,5
229987,1394460,8688568,5
230009,1405720,41661400,5
230024,1224948,13943084,5
230032,1570728,3414552,5
230033,1811332,24836704,5
230038,1469564,52833072,5
230046,920044,54394892,0
230081,966808,11863772,5
230100,789360,48472372,5
230109,1775772,25875632,5
230140,1453016,13631988,5
230170,1728436,7861844,5
230178,1488996,25984964,5
230181,1720332,13379464,0
230187,936788,48285328,5
230206,1316480,44152852,0
230220,780272,1201368,5
230229,1823740,32338244,3
230232,1511816,18333420,0
230249,1246844,14264864,0
230251,961324,16241836,5
230301,600568,11537224,5
230319,1414132,32717204,0
230330,1918480,50679684,5
230332,1807588,31902536,5
230345,1945832,35235644,0
230349,1446100,43223484,0
230408,1888680,33911872,5
230409,753140,9881944,5
230410,1937372,19264400,5
230412,1181732,52279420,0
230413,1696380,51025320,5
230415,1425340,17884316,5
230427,1664844,49679412,5
230447,1695012,49522756,5
230463,1365736,46154168,4
230489,1884796,30980844,5
230544,1425312,28027364,5
230547,1935400,56636024,5
230558,1980704,56283888,5
230577,652364,17466572,5
230606,1556368,56206932,5
230608,1684256,35107208,0
230610,1407052,21308828,5
230642,1246944,43912904,0
230683,1840336,55551444,0
230695,1447216,48628288,5
230699,1973412,34533768,5
230700,1840336,6960328,2
230725,650924,13886256,5
230766,1991360,22689016,0
230798,1685228,58479556,0
230804,1418520,57961892,5
230877,1762156,37467960,4
230899,1446620,39335012,5
230914,1898404,16682096,0
230988,939768,50720632,0
231007,1675124,40831928,5
231010,749696,54869560,5
231014,1360232,20250244,0
231025,1347924,11801260,5
231034,885248,14893920,0
231046,664248,22045612,0
231056,1336816,54082760,5
231060,1883452,27960648,5
231072,617464,17273648,5
231092,1720672,32700488,5
231117,1806936,39329796,0
231120,1394688,18401232,5
231146,903604,47804264,5
231196,1336960,5906148,0
231205,1481576,53256824,5
231206,684392,18417120,4
231208,1762152,50033532,0
231211,1882216,19579644,0
231241,1262600,22484176,3
231249,1308428,20157644,5
231253,1446440,28321084,0
231257,1655096,30828968,5
